Record ID,Source Row ID,Record Kind,Department,Role,Production Type,Budget Band,Rate Type,Experience Level,Rate Value,Rate Text,Currency,Rate Unit,Holiday Pay Treatment,Other Component,Source PDF,Source Page,Source Table / Section,Source Notes,Extraction Status
RR005039,SR02119,Base / package rate,Costume,Jnr costume buyer,Film,Film Motion Picture £4m-£15m,55 hr week (5 x 11hr + lunch) or 10hr CWD,Starting rate,,£ -,GBP,week,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005040,SR02119,Base / package rate,Costume,Jnr costume buyer,Film,Film Motion Picture £15m-£30m,55 hr week (5 x 11hr + lunch) or 10hr CWD,Starting rate,990.0,,GBP,week,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005041,SR02120,Base / package rate,Costume,Jnr costume buyer,Film,MMP (£30m+),55 hr week (5 x 11hr + lunch) or 10hr CWD,Experienced rate,1260.0,,GBP,week,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005042,SR02120,Base / package rate,Costume,Jnr costume buyer,Film,Film Feature £1m-£4m,55 hr week (5 x 11hr + lunch) or 10hr CWD,Experienced rate,,£ -,GBP,week,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005043,SR02120,Base / package rate,Costume,Jnr costume buyer,Film,Film Motion Picture £4m-£15m,55 hr week (5 x 11hr + lunch) or 10hr CWD,Experienced rate,,£ -,GBP,week,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005044,SR02120,Base / package rate,Costume,Jnr costume buyer,Film,Film Motion Picture £15m-£30m,55 hr week (5 x 11hr + lunch) or 10hr CWD,Experienced rate,1200.0,,GBP,week,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005045,SR02121,Base / package rate,Costume,Costume Co ordinator,Film,MMP (£30m+),Hour - base rate (1T),Starting rate,32.27,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005046,SR02121,Base / package rate,Costume,Costume Co ordinator,Film,Film Feature £1m-£4m,Hour - base rate (1T),Starting rate,27.27,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005047,SR02121,Base / package rate,Costume,Costume Co ordinator,Film,Film Motion Picture £4m-£15m,Hour - base rate (1T),Starting rate,29.09,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005048,SR02121,Base / package rate,Costume,Costume Co ordinator,Film,Film Motion Picture £15m-£30m,Hour - base rate (1T),Starting rate,31.09,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005049,SR02122,Base / package rate,Costume,Costume Co ordinator,Film,MMP (£30m+),Hour - base rate (1T),Experienced rate,35.45,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005050,SR02122,Base / package rate,Costume,Costume Co ordinator,Film,Film Feature £1m-£4m,Hour - base rate (1T),Experienced rate,29.09,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005051,SR02122,Base / package rate,Costume,Costume Co ordinator,Film,Film Motion Picture £4m-£15m,Hour - base rate (1T),Experienced rate,31.09,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005052,SR02122,Base / package rate,Costume,Costume Co ordinator,Film,Film Motion Picture £15m-£30m,Hour - base rate (1T),Experienced rate,32.27,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005053,SR02123,Rate component,Costume,Costume Co ordinator,Film,MMP (£30m+),Camera Overtime,Starting rate,64.55,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005054,SR02123,Rate component,Costume,Costume Co ordinator,Film,Film Feature £1m-£4m,Camera Overtime,Starting rate,54.55,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005055,SR02123,Rate component,Costume,Costume Co ordinator,Film,Film Motion Picture £4m-£15m,Camera Overtime,Starting rate,58.18,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005056,SR02123,Rate component,Costume,Costume Co ordinator,Film,Film Motion Picture £15m-£30m,Camera Overtime,Starting rate,3.0,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005057,SR02124,Rate component,Costume,Costume Co ordinator,Film,MMP (£30m+),Camera Overtime,Experienced rate,70.91,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005058,SR02124,Rate component,Costume,Costume Co ordinator,Film,Film Feature £1m-£4m,Camera Overtime,Experienced rate,58.18,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005059,SR02124,Rate component,Costume,Costume Co ordinator,Film,Film Motion Picture £4m-£15m,Camera Overtime,Experienced rate,62.18,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005060,SR02124,Rate component,Costume,Costume Co ordinator,Film,Film Motion Picture £15m-£30m,Camera Overtime,Experienced rate,64.55,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005061,SR02125,Rate component,Costume,Costume Co ordinator,Film,MMP (£30m+),Department Overtime,Starting rate,48.41,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005062,SR02125,Rate component,Costume,Costume Co ordinator,Film,Film Feature £1m-£4m,Department Overtime,Starting rate,40.91,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005063,SR02125,Rate component,Costume,Costume Co ordinator,Film,Film Motion Picture £4m-£15m,Department Overtime,Starting rate,43.64,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005064,SR02125,Rate component,Costume,Costume Co ordinator,Film,Film Motion Picture £15m-£30m,Department Overtime,Starting rate,46.64,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005065,SR02126,Rate component,Costume,Costume Co ordinator,Film,MMP (£30m+),Department Overtime,Experienced rate,53.18,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005066,SR02126,Rate component,Costume,Costume Co ordinator,Film,Film Feature £1m-£4m,Department Overtime,Experienced rate,43.64,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005067,SR02126,Rate component,Costume,Costume Co ordinator,Film,Film Motion Picture £4m-£15m,Department Overtime,Experienced rate,46.64,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005068,SR02126,Rate component,Costume,Costume Co ordinator,Film,Film Motion Picture £15m-£30m,Department Overtime,Experienced rate,48.41,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005069,SR02127,Base / package rate,Costume,Costume Co ordinator,Film,MMP (£30m+),10 hr day (10 + 1hr Lunch),Starting rate,322.73,,GBP,day,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005070,SR02127,Base / package rate,Costume,Costume Co ordinator,Film,Film Feature £1m-£4m,10 hr day (10 + 1hr Lunch),Starting rate,272.73,,GBP,day,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005071,SR02127,Base / package rate,Costume,Costume Co ordinator,Film,Film Motion Picture £4m-£15m,10 hr day (10 + 1hr Lunch),Starting rate,290.91,,GBP,day,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005072,SR02127,Base / package rate,Costume,Costume Co ordinator,Film,Film Motion Picture £15m-£30m,10 hr day (10 + 1hr Lunch),Starting rate,310.91,,GBP,day,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005073,SR02128,Base / package rate,Costume,Costume Co ordinator,Film,MMP (£30m+),10 hr day (10 + 1hr Lunch),Experienced rate,354.55,,GBP,day,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005074,SR02128,Base / package rate,Costume,Costume Co ordinator,Film,Film Feature £1m-£4m,10 hr day (10 + 1hr Lunch),Experienced rate,290.91,,GBP,day,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005075,SR02128,Base / package rate,Costume,Costume Co ordinator,Film,Film Motion Picture £4m-£15m,10 hr day (10 + 1hr Lunch),Experienced rate,310.91,,GBP,day,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005076,SR02128,Base / package rate,Costume,Costume Co ordinator,Film,Film Motion Picture £15m-£30m,10 hr day (10 + 1hr Lunch),Experienced rate,322.73,,GBP,day,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005077,SR02129,Base / package rate,Costume,Costume Co ordinator,Film,MMP (£30m+),11 hr day (11 + 1hr Lunch),Starting rate,355.0,,GBP,day,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005078,SR02129,Base / package rate,Costume,Costume Co ordinator,Film,Film Feature £1m-£4m,11 hr day (11 + 1hr Lunch),Starting rate,300.0,,GBP,day,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005079,SR02129,Base / package rate,Costume,Costume Co ordinator,Film,Film Motion Picture £4m-£15m,11 hr day (11 + 1hr Lunch),Starting rate,320.0,,GBP,day,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005080,SR02129,Base / package rate,Costume,Costume Co ordinator,Film,Film Motion Picture £15m-£30m,11 hr day (11 + 1hr Lunch),Starting rate,342.0,,GBP,day,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005081,SR02130,Base / package rate,Costume,Costume Co ordinator,Film,MMP (£30m+),11 hr day (11 + 1hr Lunch),Experienced rate,390.0,,GBP,day,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005082,SR02130,Base / package rate,Costume,Costume Co ordinator,Film,Film Feature £1m-£4m,11 hr day (11 + 1hr Lunch),Experienced rate,320.0,,GBP,day,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005083,SR02130,Base / package rate,Costume,Costume Co ordinator,Film,Film Motion Picture £4m-£15m,11 hr day (11 + 1hr Lunch),Experienced rate,342.0,,GBP,day,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005084,SR02130,Base / package rate,Costume,Costume Co ordinator,Film,Film Motion Picture £15m-£30m,11 hr day (11 + 1hr Lunch),Experienced rate,355.0,,GBP,day,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005085,SR02131,Base / package rate,Costume,Costume Co ordinator,Film,MMP (£30m+),50 hr week (5 x 10hr),Starting rate,1613.64,,GBP,week,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005086,SR02131,Base / package rate,Costume,Costume Co ordinator,Film,Film Feature £1m-£4m,50 hr week (5 x 10hr),Starting rate,1363.64,,GBP,week,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005087,SR02131,Base / package rate,Costume,Costume Co ordinator,Film,Film Motion Picture £4m-£15m,50 hr week (5 x 10hr),Starting rate,1454.55,,GBP,week,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005088,SR02131,Base / package rate,Costume,Costume Co ordinator,Film,Film Motion Picture £15m-£30m,50 hr week (5 x 10hr),Starting rate,1554.55,,GBP,week,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005089,SR02132,Base / package rate,Costume,Costume Co ordinator,Film,MMP (£30m+),50 hr week (5 x 10hr),Experienced rate,1772.73,,GBP,week,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005090,SR02132,Base / package rate,Costume,Costume Co ordinator,Film,Film Feature £1m-£4m,50 hr week (5 x 10hr),Experienced rate,1454.55,,GBP,week,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005091,SR02132,Base / package rate,Costume,Costume Co ordinator,Film,Film Motion Picture £4m-£15m,50 hr week (5 x 10hr),Experienced rate,1554.55,,GBP,week,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005092,SR02132,Base / package rate,Costume,Costume Co ordinator,Film,Film Motion Picture £15m-£30m,50 hr week (5 x 10hr),Experienced rate,1613.64,,GBP,week,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005093,SR02133,Base / package rate,Costume,Costume Co ordinator,Film,MMP (£30m+),55 hr week (5 x 11hr + lunch) or 10hr CWD,Starting rate,1775.0,,GBP,week,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005094,SR02133,Base / package rate,Costume,Costume Co ordinator,Film,Film Feature £1m-£4m,55 hr week (5 x 11hr + lunch) or 10hr CWD,Starting rate,1500.0,,GBP,week,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005095,SR02133,Base / package rate,Costume,Costume Co ordinator,Film,Film Motion Picture £4m-£15m,55 hr week (5 x 11hr + lunch) or 10hr CWD,Starting rate,1600.0,,GBP,week,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005096,SR02133,Base / package rate,Costume,Costume Co ordinator,Film,Film Motion Picture £15m-£30m,55 hr week (5 x 11hr + lunch) or 10hr CWD,Starting rate,1710.0,,GBP,week,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005097,SR02134,Base / package rate,Costume,Costume Co ordinator,Film,MMP (£30m+),55 hr week (5 x 11hr + lunch) or 10hr CWD,Experienced rate,1950.0,,GBP,week,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005098,SR02134,Base / package rate,Costume,Costume Co ordinator,Film,Film Feature £1m-£4m,55 hr week (5 x 11hr + lunch) or 10hr CWD,Experienced rate,1600.0,,GBP,week,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005099,SR02134,Base / package rate,Costume,Costume Co ordinator,Film,Film Motion Picture £4m-£15m,55 hr week (5 x 11hr + lunch) or 10hr CWD,Experienced rate,1710.0,,GBP,week,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005100,SR02134,Base / package rate,Costume,Costume Co ordinator,Film,Film Motion Picture £15m-£30m,55 hr week (5 x 11hr + lunch) or 10hr CWD,Experienced rate,1775.0,,GBP,week,Included,,bectu-costume-film-rate-card-nov-2025.pdf,4,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005101,SR02135,Base / package rate,Costume,Assistant Costume Co- ordinator,Film,MMP (£30m+),Hour - base rate (1T),Starting rate,23.09,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005102,SR02135,Base / package rate,Costume,Assistant Costume Co- ordinator,Film,Film Feature £1m-£4m,Hour - base rate (1T),Starting rate,0.0,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005103,SR02135,Base / package rate,Costume,Assistant Costume Co- ordinator,Film,Film Motion Picture £4m-£15m,Hour - base rate (1T),Starting rate,0.0,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005104,SR02135,Base / package rate,Costume,Assistant Costume Co- ordinator,Film,Film Motion Picture £15m-£30m,Hour - base rate (1T),Starting rate,20.36,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005105,SR02136,Base / package rate,Costume,Assistant Costume Co- ordinator,Film,MMP (£30m+),Hour - base rate (1T),Experienced rate,26.18,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005106,SR02136,Base / package rate,Costume,Assistant Costume Co- ordinator,Film,Film Feature £1m-£4m,Hour - base rate (1T),Experienced rate,0.0,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005107,SR02136,Base / package rate,Costume,Assistant Costume Co- ordinator,Film,Film Motion Picture £4m-£15m,Hour - base rate (1T),Experienced rate,0.0,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005108,SR02136,Base / package rate,Costume,Assistant Costume Co- ordinator,Film,Film Motion Picture £15m-£30m,Hour - base rate (1T),Experienced rate,23.09,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005109,SR02137,Rate component,Costume,Assistant Costume Co- ordinator,Film,MMP (£30m+),Camera Overtime,Starting rate,46.18,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005110,SR02137,Rate component,Costume,Assistant Costume Co- ordinator,Film,Film Feature £1m-£4m,Camera Overtime,Starting rate,0.0,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005111,SR02137,Rate component,Costume,Assistant Costume Co- ordinator,Film,Film Motion Picture £4m-£15m,Camera Overtime,Starting rate,0.0,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005112,SR02137,Rate component,Costume,Assistant Costume Co- ordinator,Film,Film Motion Picture £15m-£30m,Camera Overtime,Starting rate,40.73,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005113,SR02138,Rate component,Costume,Assistant Costume Co- ordinator,Film,MMP (£30m+),Camera Overtime,Experienced rate,52.36,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005114,SR02138,Rate component,Costume,Assistant Costume Co- ordinator,Film,Film Feature £1m-£4m,Camera Overtime,Experienced rate,0.0,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005115,SR02138,Rate component,Costume,Assistant Costume Co- ordinator,Film,Film Motion Picture £4m-£15m,Camera Overtime,Experienced rate,0.0,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005116,SR02138,Rate component,Costume,Assistant Costume Co- ordinator,Film,Film Motion Picture £15m-£30m,Camera Overtime,Experienced rate,46.18,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005117,SR02139,Rate component,Costume,Assistant Costume Co- ordinator,Film,MMP (£30m+),Department Overtime,Starting rate,34.64,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005118,SR02139,Rate component,Costume,Assistant Costume Co- ordinator,Film,Film Feature £1m-£4m,Department Overtime,Starting rate,0.0,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005119,SR02139,Rate component,Costume,Assistant Costume Co- ordinator,Film,Film Motion Picture £4m-£15m,Department Overtime,Starting rate,0.0,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005120,SR02139,Rate component,Costume,Assistant Costume Co- ordinator,Film,Film Motion Picture £15m-£30m,Department Overtime,Starting rate,30.55,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005121,SR02140,Rate component,Costume,Assistant Costume Co- ordinator,Film,MMP (£30m+),Department Overtime,Experienced rate,39.27,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005122,SR02140,Rate component,Costume,Assistant Costume Co- ordinator,Film,Film Feature £1m-£4m,Department Overtime,Experienced rate,0.0,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005123,SR02140,Rate component,Costume,Assistant Costume Co- ordinator,Film,Film Motion Picture £4m-£15m,Department Overtime,Experienced rate,0.0,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005124,SR02140,Rate component,Costume,Assistant Costume Co- ordinator,Film,Film Motion Picture £15m-£30m,Department Overtime,Experienced rate,34.64,,GBP,hour,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005125,SR02141,Base / package rate,Costume,Assistant Costume Co- ordinator,Film,MMP (£30m+),10 hr day (10 + 1hr Lunch),Starting rate,230.91,,GBP,day,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005126,SR02141,Base / package rate,Costume,Assistant Costume Co- ordinator,Film,Film Feature £1m-£4m,10 hr day (10 + 1hr Lunch),Starting rate,0.0,,GBP,day,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005127,SR02141,Base / package rate,Costume,Assistant Costume Co- ordinator,Film,Film Motion Picture £4m-£15m,10 hr day (10 + 1hr Lunch),Starting rate,0.0,,GBP,day,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005128,SR02141,Base / package rate,Costume,Assistant Costume Co- ordinator,Film,Film Motion Picture £15m-£30m,10 hr day (10 + 1hr Lunch),Starting rate,203.64,,GBP,day,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005129,SR02142,Base / package rate,Costume,Assistant Costume Co- ordinator,Film,MMP (£30m+),10 hr day (10 + 1hr Lunch),Experienced rate,261.82,,GBP,day,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
RR005130,SR02142,Base / package rate,Costume,Assistant Costume Co- ordinator,Film,Film Feature £1m-£4m,10 hr day (10 + 1hr Lunch),Experienced rate,0.0,,GBP,day,Included,,bectu-costume-film-rate-card-nov-2025.pdf,5,Costume film rate card,Includes holiday pay 12.07%; starting and experienced columns preserved.,Verified
